time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-10 00:00:00+00:00,20,9,82,2
2026-04-11 00:00:00+00:00,20,8,0,0
2026-04-12 00:00:00+00:00,13,6,1,1
2026-04-13 00:00:00+00:00,19,7,28,2
2026-04-14 00:00:00+00:00,9,3,21,1
2026-04-15 00:00:00+00:00,185,95,29,3
2026-04-16 00:00:00+00:00,287,93,8,3
2026-04-17 00:00:00+00:00,40,16,0,0
2026-04-18 00:00:00+00:00,22,9,0,0
2026-04-19 00:00:00+00:00,37,15,0,0
2026-04-20 00:00:00+00:00,51,21,39,1
2026-04-21 00:00:00+00:00,104,32,1,1
2026-04-22 00:00:00+00:00,237,69,7,2
2026-04-23 00:00:00+00:00,99,36,1,1
