time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-19 00:00:00+00:00,27,10,2,1
2026-05-20 00:00:00+00:00,17,8,1,1
2026-05-21 00:00:00+00:00,14,6,0,0
2026-05-22 00:00:00+00:00,24,7,35,1
2026-05-23 00:00:00+00:00,6,6,0,0
2026-05-24 00:00:00+00:00,29,10,0,0
2026-05-25 00:00:00+00:00,20,5,24,1
2026-05-26 00:00:00+00:00,22,7,0,0
2026-05-27 00:00:00+00:00,15,6,7,1
2026-05-28 00:00:00+00:00,17,7,0,0
2026-05-29 00:00:00+00:00,17,8,0,0
2026-05-30 00:00:00+00:00,18,8,0,0
2026-05-31 00:00:00+00:00,13,5,0,0
2026-06-01 00:00:00+00:00,24,10,24,2
