time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-30 00:00:00+00:00,18,8,0,0
2026-05-31 00:00:00+00:00,13,5,0,0
2026-06-01 00:00:00+00:00,24,10,24,2
2026-06-02 00:00:00+00:00,28,10,0,0
2026-06-03 00:00:00+00:00,62,21,1,1
2026-06-04 00:00:00+00:00,49,15,6,1
2026-06-05 00:00:00+00:00,7,5,4,1
2026-06-06 00:00:00+00:00,17,7,0,0
2026-06-07 00:00:00+00:00,32,13,0,0
2026-06-08 00:00:00+00:00,96,19,18,2
2026-06-09 00:00:00+00:00,52,16,1,1
2026-06-10 00:00:00+00:00,17,9,0,0
2026-06-11 00:00:00+00:00,63,22,28,4
2026-06-12 00:00:00+00:00,49,17,9,2
