time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-01 00:00:00+00:00,,,0.0,0.0
2026-01-02 00:00:00+00:00,,,1.0,1.0
2026-01-03 00:00:00+00:00,,,0.0,0.0
2026-01-04 00:00:00+00:00,,,0.0,0.0
2026-01-05 00:00:00+00:00,3.0,3.0,0.0,0.0
2026-01-06 00:00:00+00:00,11.0,4.0,0.0,0.0
2026-01-07 00:00:00+00:00,7.0,3.0,1.0,1.0
2026-01-08 00:00:00+00:00,3.0,3.0,16.0,3.0
2026-01-09 00:00:00+00:00,7.0,3.0,1.0,1.0
2026-01-10 00:00:00+00:00,7.0,3.0,0.0,0.0
2026-01-11 00:00:00+00:00,12.0,4.0,0.0,0.0
2026-01-12 00:00:00+00:00,7.0,3.0,0.0,0.0
2026-01-13 00:00:00+00:00,12.0,4.0,1.0,1.0
2026-01-14 00:00:00+00:00,8.0,5.0,0.0,0.0
2026-01-15 00:00:00+00:00,6.0,3.0,,
2026-01-16 00:00:00+00:00,3.0,3.0,,
2026-01-17 00:00:00+00:00,7.0,3.0,,
2026-01-18 00:00:00+00:00,9.0,6.0,,
