time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-28 00:00:00+00:00,130,43,8,3
2026-04-29 00:00:00+00:00,53,17,18,2
2026-04-30 00:00:00+00:00,61,21,30,2
2026-05-01 00:00:00+00:00,38,9,0,0
2026-05-02 00:00:00+00:00,26,8,0,0
2026-05-03 00:00:00+00:00,23,10,18,2
2026-05-04 00:00:00+00:00,6,5,7,2
2026-05-05 00:00:00+00:00,44,11,0,0
2026-05-06 00:00:00+00:00,17,8,13,1
2026-05-07 00:00:00+00:00,13,5,8,2
2026-05-08 00:00:00+00:00,28,9,6,2
2026-05-09 00:00:00+00:00,28,10,0,0
2026-05-10 00:00:00+00:00,12,5,0,0
2026-05-11 00:00:00+00:00,36,15,14,2
