time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-17 00:00:00+00:00,22,8,0,0
2026-06-18 00:00:00+00:00,26,7,2,2
2026-06-19 00:00:00+00:00,31,7,4,1
2026-06-20 00:00:00+00:00,57,15,0,0
2026-06-21 00:00:00+00:00,27,10,0,0
2026-06-22 00:00:00+00:00,69,17,2,1
2026-06-23 00:00:00+00:00,109,27,1,1
2026-06-24 00:00:00+00:00,37,8,0,0
2026-06-25 00:00:00+00:00,31,7,5,2
2026-06-26 00:00:00+00:00,63,23,9,2
2026-06-27 00:00:00+00:00,31,7,0,0
2026-06-28 00:00:00+00:00,7,4,0,0
2026-06-29 00:00:00+00:00,11,6,7,3
2026-06-30 00:00:00+00:00,15,6,1,1
