time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-26 00:00:00+00:00,11,6,33,1
2026-02-27 00:00:00+00:00,8,7,1,1
2026-02-28 00:00:00+00:00,5,4,1,1
2026-03-01 00:00:00+00:00,13,9,0,0
2026-03-02 00:00:00+00:00,12,7,13,4
2026-03-03 00:00:00+00:00,26,8,13,2
2026-03-04 00:00:00+00:00,15,10,1,1
2026-03-05 00:00:00+00:00,17,8,2,2
2026-03-06 00:00:00+00:00,2,2,13,1
2026-03-07 00:00:00+00:00,10,5,0,0
2026-03-08 00:00:00+00:00,16,7,0,0
2026-03-09 00:00:00+00:00,19,10,9,3
2026-03-10 00:00:00+00:00,7,3,0,0
2026-03-11 00:00:00+00:00,14,8,0,0
