time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-23 00:00:00+00:00,15,5,1,1
2026-03-24 00:00:00+00:00,2,2,6,1
2026-03-25 00:00:00+00:00,7,5,0,0
2026-03-26 00:00:00+00:00,15,6,21,1
2026-03-27 00:00:00+00:00,11,5,24,2
2026-03-28 00:00:00+00:00,10,5,0,0
2026-03-29 00:00:00+00:00,9,4,0,0
2026-03-30 00:00:00+00:00,9,9,0,0
2026-03-31 00:00:00+00:00,30,13,0,0
2026-04-01 00:00:00+00:00,64,10,2,1
2026-04-02 00:00:00+00:00,18,9,3,1
2026-04-03 00:00:00+00:00,6,5,0,0
2026-04-04 00:00:00+00:00,22,9,0,0
2026-04-05 00:00:00+00:00,12,5,0,0
