time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-12 00:00:00+00:00,15,7,0,0
2026-07-13 00:00:00+00:00,20,7,48,3
2026-07-14 00:00:00+00:00,21,7,32,1
2026-07-15 00:00:00+00:00,7,3,57,2
2026-07-16 00:00:00+00:00,20,6,78,3
2026-07-17 00:00:00+00:00,20,7,6,1
2026-07-18 00:00:00+00:00,1,1,0,0
2026-07-19 00:00:00+00:00,4,2,0,0
2026-07-20 00:00:00+00:00,13,7,7,1
2026-07-21 00:00:00+00:00,7,2,0,0
2026-07-22 00:00:00+00:00,20,9,22,2
2026-07-23 00:00:00+00:00,6,2,14,2
2026-07-24 00:00:00+00:00,1,1,58,1
2026-07-25 00:00:00+00:00,11,7,0,0
