time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-17 00:00:00+00:00,7,3,0,0
2026-01-18 00:00:00+00:00,9,6,0,0
2026-01-19 00:00:00+00:00,9,4,1,1
2026-01-20 00:00:00+00:00,8,4,1,1
2026-01-21 00:00:00+00:00,4,3,0,0
2026-01-22 00:00:00+00:00,16,7,0,0
2026-01-23 00:00:00+00:00,8,4,2,2
2026-01-24 00:00:00+00:00,4,3,1,1
2026-01-25 00:00:00+00:00,8,4,0,0
2026-01-26 00:00:00+00:00,24,10,2,1
2026-01-27 00:00:00+00:00,17,8,4,2
2026-01-28 00:00:00+00:00,71,25,4,2
2026-01-29 00:00:00+00:00,15,12,0,0
2026-01-30 00:00:00+00:00,15,6,2,2
