time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-29 00:00:00+00:00,9,4,0,0
2026-03-30 00:00:00+00:00,9,9,0,0
2026-03-31 00:00:00+00:00,30,13,0,0
2026-04-01 00:00:00+00:00,64,10,2,1
2026-04-02 00:00:00+00:00,18,9,3,1
2026-04-03 00:00:00+00:00,6,5,0,0
2026-04-04 00:00:00+00:00,22,9,0,0
2026-04-05 00:00:00+00:00,12,5,0,0
2026-04-06 00:00:00+00:00,9,5,2,1
2026-04-07 00:00:00+00:00,50,12,11,2
2026-04-08 00:00:00+00:00,33,15,40,3
2026-04-09 00:00:00+00:00,10,6,6,2
2026-04-10 00:00:00+00:00,20,9,82,2
2026-04-11 00:00:00+00:00,20,8,0,0
